Gene_acc,PG.ProteinAccessions,WT1,WT2,WT3,11-1,11-2,11-3,Desc
2405,Tb927.11.5450:mRNA-p1,258322.609375,281669.15625,276651.71875,900732,823572.375,858292.3125,malic enzyme
2406,Tb927.11.5470:mRNA-p1,32658.6015625,6523.00830078125,4784.3193359375,33090.42578125,44487.79296875,26938.478515625,"hypothetical protein, conserved"
2407,Tb927.11.5480:mRNA-p1,319203.75,532602.5625,270711.125,227349.03125,172841.171875,144006.53125,"phosphotransferase, putative"
2408,Tb927.11.5490:mRNA-p1,24154.607421875,28557,Filtered,25566.341796875,24188.83984375,33330.12109375,"Polyphosphoinositide phosphatase, putative"
2409,Tb927.11.550:mRNA-p1,9360169,8200014.5,8025891.5,6793682.5,7643965.5,7242667,"Suppressor of clathrin deficiency 6, putative"
2410,Tb927.11.5510:mRNA-p1,5435524.5,5092798.5,5532415.5,4895300.5,4785120,4799627,"dynein light chain p28, axonemal, putative"
2411,Tb927.11.5520:mRNA-p1,2360026.75,3872324.75,3124772.25,4704689,6542940,4709162,triosephosphate isomerase
2413,Tb927.11.5550:mRNA-p1,357512.5625,381347.8125,381836.6875,364157.9375,377653.34375,304906.8125,DNA polymerase theta
2414,Tb927.11.5560:mRNA-p1,432445.5,781423.9375,757766.5,420482.25,316861.5,322895.28125,"hypothetical protein, conserved"
2415,Tb927.11.5570:mRNA-p1,104515.34375,80040.6328125,77640.765625,19060.228515625,73725.3984375,118849.4609375,DNA replication licensing factor MCM5
2417,Tb927.11.5590:mRNA-p1,3631421.75,2470764.75,3199298.75,3174325.25,3300222,3662819.75,Anaphase-promoting complex-associated protein AP1
2418,Tb927.11.560:mRNA-p1,527192.375,553941.0625,421022.65625,709874.4375,707516.5,685978.125,"hypothetical protein, conserved"
2419,Tb927.11.5600:mRNA-p1,971138.5,1323587,989107.8125,814813.5,697540.625,751600.5,Archaic Translocase of outer membrane 14 kDa subunit
2420,Tb927.11.5610:mRNA-p1,129669.5546875,94116.0234375,105334.6015625,131835.4375,127430.984375,126243.7421875,"Rab-GTPase-TBC domain containing protein, putative"
2421,Tb927.11.5620:mRNA-p1,427967.8125,459202.875,500688.28125,378853.53125,288999.46875,342052.25,SUMO-interacting motif-containing protein
2422,Tb927.11.5630:mRNA-p1,119234.8203125,118305.8046875,103368.3671875,162966.28125,144508.34375,173330.171875,"hypothetical protein, conserved"
2423,Tb927.11.5640:mRNA-p1,367580.1875,849832.5,738833.125,612699.875,486195.34375,539058.3125,"hypothetical protein, conserved"
2424,Tb927.11.5650:mRNA-p1,641775.625,614406.25,635697.75,712925.75,689414.8125,665732,"replication factor C, subunit 1, putative"
2425,Tb927.11.5660:mRNA-p1,119679.0546875,134800.28125,125199.40625,113112.9765625,118960.15625,120449.09375,"hypothetical protein, conserved"
2426,Tb927.11.5680:mRNA-p1,3219174.75,3623306.5,3263029.5,2525455.5,2591943.75,2650442.25,"dynein light chain 1, axonemal"
2427,Tb927.11.5690:mRNA-p1,60939.21875,68694.84375,87553.28125,64547.390625,47642.328125,102372.5703125,"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily-related, putative"
2428,Tb927.11.5700:mRNA-p1,42957.21875,41290.6484375,49192.0234375,47732.33203125,37206.171875,47260.79296875,"hypothetical protein, conserved"
2429,Tb927.11.5710:mRNA-p1,45137.1015625,44406.43359375,45007.69921875,101098.3984375,100396.84375,103884.4296875,"chaperone protein DnaJ, putative"
2430,Tb927.11.5730:mRNA-p1,4934749.5,16226.6533203125,8375.302734375,603076.6875,743529.5625,685913.1875,"pre-mRNA-splicing factor ATP-dependent RNA helicase, putative"
2431,Tb927.11.5740:mRNA-p1,31186.091796875,19469.603515625,Filtered,78779.7109375,86682.5859375,118913.546875,formin-like protein
2432,Tb927.11.5750:mRNA-p1,562105.6875,553860.9375,615723,526571,503420.28125,494690.40625,SUMO-interacting motif-containing protein
2433,Tb927.11.5760:mRNA-p1,537394.875,1125.742919921875,201895.203125,Filtered,1889.9749755859375,320838.875,"hypothetical protein, conserved"
2434,Tb927.11.5770:mRNA-p1,147362.59375,127268.96875,122892.421875,134321.140625,108788.3984375,109487.96875,"hypothetical protein, conserved"
2435,Tb927.11.5780:mRNA-p1,135837.375,150373.6875,143886.84375,99434.2578125,123771.6328125,109453.8359375,"DNA-directed RNA polymerase, mitochondrial"
2436,Tb927.11.5790:mRNA-p1,231112.640625,201891.296875,171623.578125,234946.984375,261167.5625,233828.546875,"hypothetical protein, conserved"
2437,Tb927.11.580:mRNA-p1,58462.60546875,54395.92578125,64610.6796875,38217.30078125,41009.953125,32676.36328125,"lipid-like atypical dual specificity phosphatase, putative"
2438,Tb927.11.5800:mRNA-p1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,"hypothetical protein, conserved"
2439,Tb927.11.5810:mRNA-p1,517217.5625,528689.25,469346.8125,430678.90625,387161.4375,382394.15625,"Surfeit locus protein 6, putative"
2440,Tb927.11.5820:mRNA-p1,1452548.5,1508941.375,1304276.25,1307022.5,1043997.75,945548.625,"Inhibitor of apoptosis-promoting Bax1, putative"
2442,Tb927.11.5840:mRNA-p1,225565,166781.4375,233485.453125,149371.328125,156566.328125,219718.953125,"Protein translation factor SUI1 homolog, putative"
2443,Tb927.11.5850:mRNA-p1,141267.640625,151616.9375,136129.578125,173918.515625,88097.375,82927.90625,"RNA-binding protein 38, putative"
2444,Tb927.11.5860:mRNA-p1,Filtered,Filtered,Filtered,Filtered,20823.73828125,1792.195556640625,"AGC/RSK family serine/threonine kinase, putative"
2445,Tb927.11.5870:mRNA-p1,115743.9375,134261.875,129626.1953125,62459.48046875,58152.94140625,60530.62890625,"hypothetical protein, conserved"
2446,Tb927.11.5880:mRNA-p1,104339.5234375,17587.970703125,106617.2578125,61285.76171875,55866.4921875,71646.6875,Mitoribosomal LSU assembly factor 23
2447,Tb927.11.5890:mRNA-p1,725024.5625,718794.5625,579111.125,547095.0625,450592.90625,522965.34375,"Domain of unknown function (DUF4505), putative"
2448,Tb927.11.5910:mRNA-p1,472065.3125,484711.71875,469177.6875,482206.625,500414.25,519937.03125,"WASH complex subunit 7, N-terminal/WASH complex subunit 7/WASH complex subunit 7, C-terminal, putative"
2449,Tb927.11.5950:mRNA-p1;Tb927.11.5960:mRNA-p1,52727.91015625,48315.35546875,74604.9765625,33958.9921875,54626.703125,66292.1015625,"hypothetical protein, conserved"
2450,Tb927.11.600:mRNA-p1,180686.015625,544354.375,356630.21875,165001.453125,205662.828125,151334.5625,"Mitochondrial ATP synthase subunit, putative"
2451,Tb927.11.6000:mRNA-p1,50566.23046875,56228.859375,51427.13671875,73724.875,88748.296875,71183.28125,mitochondrial ribosomal protein L4
2452,Tb927.11.6010:mRNA-p1,256798.21875,238633.140625,212666.265625,70055.9921875,143005.46875,142757.03125,"conserved protein, unknown function"
2453,Tb927.11.6030:mRNA-p1,109903.2578125,100172.6796875,101697.8828125,108428.3125,128426.1640625,121673.140625,"ras-like small GTPase, putative"
2454,Tb927.11.6040:mRNA-p1,114962.75,280950.1875,222018.6875,100055.78125,91861.0546875,111929.515625,"Nodulin-like, putative"
2455,Tb927.11.6050:mRNA-p1,1545886.625,1617495.5,1582530.125,1335934.25,1336533.25,1445247.75,"Flagellar-associated PapD-like, putative"
2456,Tb927.11.6060:mRNA-p1,155447.859375,150075.96875,172807.578125,142654.109375,116015.4140625,183575.6875,"major facilitator superfamily, putative"
2457,Tb927.11.6070:mRNA-p1,2265270.25,2119766.25,1998621.625,2514789.5,2489004.5,2787055.5,"hypothetical protein, conserved"
2458,Tb927.11.6080:mRNA-p1,6355.79443359375,4145.89501953125,235914.59375,Filtered,18523.943359375,48980.85546875,"hypothetical protein, conserved"
2459,Tb927.11.610:mRNA-p1,3762742.75,3828476.5,3620564.5,3141830.25,3137229.25,3422201.25,"hypothetical protein, conserved"
2460,Tb927.11.6100:mRNA-p1,7082.42919921875,5493.35009765625,2175.6162109375,155954.6875,10941.802734375,75414.8359375,"hypothetical protein, conserved"
2461,Tb927.11.6130:mRNA-p1,1295118.375,1229655,1189448.125,828462.0625,1121007,886341.5625,SKP1-like protein
2462,Tb927.11.6140:mRNA-p1;Tb927.3.4360:mRNA-p1,15907332,16110196,13267826,9757309,13150114,10697180,"40S ribosomal protein S15A, putative"
2463,Tb927.11.6150:mRNA-p1,207663.953125,212168.03125,117551.15625,140246.703125,182207.703125,129056.671875,"60Kd inner membrane protein, putative"
2464,Tb927.11.6160:mRNA-p1,115984.7578125,115063.7265625,114191.3046875,62697.25390625,48078.76171875,77425.609375,"eukaryotic release factor 3, putative"
2465,Tb927.11.6170:mRNA-p1,139282.171875,126117.203125,129835.1015625,106384.7421875,103663.9921875,120846.625,"protein transport protein SEC31, putative"
2466,Tb927.11.6180:mRNA-p1;Tb927.11.6200:mRNA-p1,19549394,18634754,17590632,11399051,13324149,12427156,"60S ribosomal protein L28, putative"
2467,Tb927.11.6190:mRNA-p1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,"hypothetical protein, conserved"
2468,Tb927.11.620:mRNA-p1,16211.001953125,20507.013671875,19880.91796875,21814.33984375,18515.990234375,22539.958984375,Regulatory-associated protein of TOR1
2469,Tb927.11.6210:mRNA-p1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Lanosterol 14-alpha demethylase
2470,Tb927.11.6220:mRNA-p1,64734.6875,91084.9375,82461.5234375,74544.953125,31162.5859375,100245.046875,Palmitoyl acyltransferase 7
2471,Tb927.11.6230:mRNA-p1,3599277.5,3349030,3166045.25,1968241.625,1539439.375,1724114.625,"protein transport protein SEC61 subunit alpha, putative"
2472,Tb927.11.6250:mRNA-p1,166272.796875,143641.65625,150786.328125,145166.234375,134753.125,139963.453125,"Mitochondrial ATP synthase subunit, putative"
2473,Tb927.11.6260:mRNA-p1,165666.96875,165830,155886.421875,155330.25,151387.875,160487.984375,"hypothetical protein, conserved"
2474,Tb927.11.6270:mRNA-p1,143554.484375,126294.7109375,135342.53125,125389.609375,118614.6328125,108879.890625,"inositol-1,4,5-trisphosphate (IP3) 5-phosphatase, putative"
2475,Tb927.11.6280:mRNA-p1,453857.875,439938.46875,442918.4375,370004.53125,352937.59375,335483.34375,pyruvate phosphate dikinase
2476,Tb927.11.630:mRNA-p1,1299407.25,553692.625,1044029.5625,446282,1219949.875,832665,RNA polymerase I second largest subunit
2477,Tb927.11.6300:mRNA-p1,26282020,22603980,24400290,20324982,16737306,20089912,"40S ribosomal protein S5, putative"
2478,Tb927.11.6310:mRNA-p1,66169.515625,75371.2109375,67283.2890625,55242.24609375,63564.3203125,71723.1875,"hypothetical protein, conserved"
2479,Tb927.11.6320:mRNA-p1,692305.875,682706.875,706614.625,688628.25,734390.25,657098.5625,MRB1-associated protein
2480,Tb927.11.6330:mRNA-p1,26104.275390625,19164.30859375,28042.35546875,19769.67578125,28456.62109375,36587.296875,6-phosphogluconolactonase
2481,Tb927.11.6340:mRNA-p1,43568.0078125,45609.3046875,5198.85693359375,27248.2734375,4769.23876953125,41032.55078125,"PUB domain containing protein, putative"
2482,Tb927.11.6350:mRNA-p1,837277.0625,894431.6875,1000775.625,784983.5,727151.25,754018,"AAA ATPase, putative"
2483,Tb927.11.6360:mRNA-p1,855330.3125,986762.375,1002781.9375,773968.5625,695975.125,713636.5,"60S ribosomal protein L24, putative"
2484,Tb927.11.6370:mRNA-p1,3941506,4249053,4279809.5,4843685,4961375,4934613,"leucine-rich repeat protein (LRRP), putative"
2485,Tb927.11.6380:mRNA-p1,148063.90625,174243.765625,230403.765625,735110.25,221617.90625,653379.0625,"hypothetical protein, conserved"
2486,Tb927.11.6390:mRNA-p1,133176.890625,143168.90625,132415.875,104657.78125,125188.578125,124151.828125,"START domain containing protein, putative"
2487,Tb927.11.6400:mRNA-p1,38003.88671875,43904.7265625,52869.2109375,41126.95703125,37571.36328125,38032.515625,"kinesin, putative"
2488,Tb927.11.6410:mRNA-p1,49010.31640625,79028.15625,48983.765625,83624.34375,86557.2578125,77356.1953125,regulator of nonsense transcripts 2
2489,Tb927.11.6420:mRNA-p1,1599058.25,1751527.5,1613269.875,1374849.75,1387153.75,1462689.875,"hypothetical protein, conserved"
2490,Tb927.11.6430:mRNA-p1,262868.28125,297856.4375,264929.625,186556.890625,199525.296875,156854.5,"hypothetical protein, conserved"
2491,Tb927.11.6440:mRNA-p1,7327228.5,7316135.5,6125380.5,3149425.5,3383897.75,3252514.25,"hypothetical protein, conserved"
2492,Tb927.11.6450:mRNA-p1,Filtered,Filtered,Filtered,Filtered,Filtered,600849.9375,"Serine incorporator (Serinc), putative"
2493,Tb927.11.6460:mRNA-p1,5861776.5,6190477,5852249.5,4927891.5,5289552,5458009.5,"hypothetical protein, conserved"
2494,Tb927.11.6470:mRNA-p1,532465.0625,502247.3125,580761.4375,540861.375,490201.90625,495415.8125,MICOS complex subunit MIC16
2495,Tb927.11.6500:mRNA-p1;Tb927.11.6510:mRNA-p1,5018420,3429168.75,3490973.75,1803115.125,2615471.5,3239945.25,"40S ribosomal protein S21, putative"
2496,Tb927.11.6520:mRNA-p1,10048.6904296875,10886.22265625,9589.1201171875,30385.265625,17656.27734375,9162.7734375,"hypothetical protein, conserved"
2497,Tb927.11.6530:mRNA-p1,3413898.25,3423798.75,3514235,3489039.75,3665765.5,3563049.25,"hypothetical protein, conserved"
2498,Tb927.11.6540:mRNA-p1,203194.859375,224240.125,223541.671875,217184.609375,210647.171875,189678.109375,"hypothetical protein, conserved"
2499,Tb927.11.6560:mRNA-p1,5625453.5,5621465,5297612,4450280.5,4911108.5,4604154,"Centriole protein POC11, putative"
2500,Tb927.11.6570:mRNA-p1,125771.875,130048.5390625,129667.953125,180773.84375,230957.53125,109501.5234375,"Nodulin-like, putative"
2501,Tb927.11.6590:mRNA-p1,438756.25,106243.4921875,384354.21875,78556.796875,55054.1328125,697295.875,"metallo-peptidase, Clan MF, Family M17"
2503,Tb927.11.6600:mRNA-p1,150438.484375,123272.2265625,128342.4375,111549.5,106597.0859375,119796.3359375,"conserved protein, unknown function"
2504,Tb927.11.6610:mRNA-p1,326006.75,339988.375,422735.625,265074.71875,281547.5625,260579.015625,"hypothetical protein, conserved"
2505,Tb927.11.6620:mRNA-p1,238010.171875,224415.59375,205763.359375,174946.6875,163084.53125,165105.28125,Nucleolar protein 47
2506,Tb927.11.6630:mRNA-p1,Filtered,45036.34375,52042.9375,19138.228515625,65509.87890625,23888.927734375,"3-methylcrotonoyl-CoA carboxylase beta subunit, putative"
2507,Tb927.11.6640:mRNA-p1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,"cytochrome b5, putative"
2509,Tb927.11.6660:mRNA-p1,604399.625,592218.5,639358.375,559177,521630.59375,522126.375,"Tex-like protein N-terminal domain/Helix-hairpin-helix motif containing protein, putative"
2510,Tb927.11.6670:mRNA-p1,169934.40625,Filtered,180718.15625,Filtered,167980.125,166425.046875,"hypothetical protein, conserved"
2511,Tb927.11.6690:mRNA-p1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,"NEK family Serine/threonine-protein kinase, putative"
2512,Tb927.11.670:mRNA-p1,94594.203125,129497.25,125332.734375,60916.08984375,54915.35546875,126264.421875,epsinR
2513,Tb927.11.6710:mRNA-p1,1399350.75,1258050.5,1363683.5,1310534,1332519.125,1381987.5,predicted tetratricopeptide repeat (TPR) protein
2514,Tb927.11.6720:mRNA-p1,42343.35546875,43338.07421875,45199.4140625,35436.67578125,36621.9296875,26152.67578125,"mRNA cap guanine-N7 methyltransferase, putative"
2515,Tb927.11.6740:mRNA-p1,2124122.5,2195551,2190557.25,1651101,1659114,1571219.375,"pumilio/PUF RNA binding protein 10, putative"
2516,Tb927.11.6780:mRNA-p1,18556.8046875,21267.26953125,77724.890625,15456.95703125,18449.02734375,59239.015625,"regulator of chromatin condensation, putative"
2517,Tb927.11.6790:mRNA-p1,1760497.625,2006894.625,1796907.5,1584035.5,1501372.5,1468277.375,Nucleolar protein 89
2518,Tb927.11.6810:mRNA-p1,861671.5,846953.5,837018.25,583591,528926.8125,557580.0625,"tubulin-tyrsoine ligase-like protein, putative"
2519,Tb927.11.6820:mRNA-p1,1366537.125,1622550.125,1331321.5,1465470.125,1239989.25,1072249.75,"hypothetical protein, conserved"
2520,Tb927.11.6830:mRNA-p1,2265664.25,1045393,2122319.5,1113139.25,780492.0625,702204.4375,"Domain of unknown function(DUF2779), putative"
2521,Tb927.11.6840:mRNA-p1,24017.271484375,136894.375,172419.6875,127166.8984375,126412.9609375,121865.5234375,"hypothetical protein, conserved"
2522,Tb927.11.6850:mRNA-p1,147483.75,185226.125,167020.625,228131.140625,324319.5,231860.984375,"Optic atrophy 3 protein (OPA3), putative"
2523,Tb927.11.6870:mRNA-p1,460029.65625,531227.125,527811.1875,452938.65625,440946.78125,543644.6875,14-3-3 protein 2
2524,Tb927.11.6910:mRNA-p1,252658.984375,392210.46875,412840.59375,35255.3671875,483534.96875,496660.34375,"hypothetical protein, conserved"
2525,Tb927.11.6920:mRNA-p1,377785.90625,401051.21875,413228.125,374339.8125,380259.75,356591.71875,"hypothetical protein, conserved"
2527,Tb927.11.6940:mRNA-p1,107183.4921875,107914.453125,122791.1328125,107707.0078125,100450.0625,101393.09375,"hypothetical protein, conserved"
2528,Tb927.11.6960:mRNA-p1,Filtered,16098.75,16491.861328125,10942.44921875,11483.7451171875,10136.6513671875,"ATG16/SAP18/CVT11/APG16, putative"
2529,Tb927.11.6970.2:mRNA-p1,234428.421875,243408.4375,225505.21875,347880.3125,332043.90625,339228.96875,NADH-cytochrome b5 reductase-like protein
2530,Tb927.11.6980:mRNA-p1,69583.3828125,Filtered,Filtered,61431.64453125,Filtered,53818.6953125,"Phosphoenolpyruvate carboxykinase, related"
2531,Tb927.11.700:mRNA-p1,228902.28125,208030.09375,202110.40625,275638.375,229765.90625,209721.109375,"hypothetical protein, conserved"
2532,Tb927.11.7010:mRNA-p1,1464.8365478515625,Filtered,Filtered,2914.7666015625,3738.8740234375,36050.6640625,"Calcium/calmodulin-dependent protein kinase kinase, putative"
2533,Tb927.11.7020:mRNA-p1,120099.046875,123178.53125,152905.3125,108367.859375,115781.453125,135458.5625,"proteasome alpha 7 subunit, putative"
2534,Tb927.11.7040:mRNA-p1,162896.0625,191038.453125,73497.75,29210.80078125,12082.2939453125,3793.418701171875,"pterin-4-alpha-carbinolamine dehydratase, putative"
2535,Tb927.11.7050:mRNA-p1,94956.8359375,101377.1171875,114357.875,118357.8359375,143801.171875,123198.0546875,"PA domain containing protein, putative"
2536,Tb927.11.7060:mRNA-p1,55062.83984375,74455.8359375,86960.7578125,54353.90625,77324.734375,88577.0078125,acidocalcisomal pyrophosphatase
2537,Tb927.11.7080:mRNA-p1,29831.84765625,21618.08203125,33017.16015625,32764.046875,1.0828992128372192,Filtered,acidocalcisomal pyrophosphatase
2538,Tb927.11.710:mRNA-p1,49852.9765625,48630.00390625,46999.3828125,59572.06640625,52267.3203125,62587.51171875,"SCAMP family, putative"
2539,Tb927.11.7100:mRNA-p1,314472.375,282798.6875,277945.6875,223287.203125,191393.421875,220018.46875,"cytoplasmic translation machinery associated protein, putative"
2540,Tb927.11.7110:mRNA-p1,157088.296875,108191.1328125,136262.546875,125643.7265625,116380.28125,112034.859375,"myotubularin-associated protein, putative"
2541,Tb927.11.7120:mRNA-p1,203038.578125,206576.65625,199739.65625,221635.65625,229504.875,241905.703125,"hypothetical protein, conserved"
2542,Tb927.11.7130:mRNA-p1,320290.90625,326147.59375,344528.40625,310486.09375,315753.5,312352.28125,"hypothetical protein, conserved"
2543,Tb927.11.7140:mRNA-p1,368894.84375,334525.78125,293059.875,221467.75,241701.453125,197357.03125,"cell cycle sequence binding phosphoprotein (RBP33), putative"
2544,Tb927.11.7150:mRNA-p1,157682.015625,179472.25,112421.875,24055.28125,88403.4453125,90904.015625,NGG1 interacting factor 3-like
2545,Tb927.11.7160:mRNA-p1,20110.115234375,48393.7890625,43660.28515625,28843.318359375,27960.765625,41760.01953125,"cdc2-related kinase 8, putative"
2546,Tb927.11.7170:mRNA-p1,64532.1328125,70614.3828125,87279.6953125,58581.46484375,309240.25,67847.5078125,seryl-tRNA synthetase
2547,Tb927.11.7180:mRNA-p1,1031052.625,1080183.125,1002166.875,1042100.375,1115882.625,1134353.5,"MORN repeat, putative"
2548,Tb927.11.7190.1-p1,416887.15625,439572.28125,435229.125,338976.15625,340671.1875,338475.25,hypothetical protein
2549,Tb927.11.720:mRNA-p1,8547976,7627433.5,8512621,9430977,8819590,8308680,"hypothetical protein, conserved"
2550,Tb927.11.7200:mRNA-p1,112634.578125,108879.890625,135039.09375,83176.71875,100200.234375,127844.9140625,"GRIP domain containing protein, putative"
2551,Tb927.11.7210:mRNA-p1,1944876.125,1806617.625,1750306.875,1316352.625,1266167.5,1296280,"eukaryotic translation initiation factor 2-alpha kinase 1, putative"
2552,Tb927.11.7220:mRNA-p1,843728.25,970282.75,985302.875,768747.5,766251.9375,847628.25,"neurobeachin/beige protein, putative"
2553,Tb927.11.7330:mRNA-p1,88373.46875,114079.9765625,108558.0703125,106720.8515625,108089.515625,125679.3828125,"hypothetical protein, conserved"
2554,Tb927.11.7350:mRNA-p1,7037692,6839030.5,12289023,7725320.5,8283482,7933013.5,Histone H2B variant V
2555,Tb927.11.7360:mRNA-p1,Filtered,19238.361328125,Filtered,41865.4140625,28954.955078125,34522.1015625,"palmitoyl acyltransferase 9, putative"
2556,Tb927.11.7370:mRNA-p1,223068.25,217345.8125,247164.578125,224803.75,221130.640625,233918.296875,"haloacid dehalogenase hydrolase, putative"
2557,Tb927.11.7380:mRNA-p1,1104622,1200534.625,1180442.5,3340948,3166266.5,3154093.25,"glycerol-3-phosphate dehydrogenase (FAD-dependent), mitochondrial"
2558,Tb927.11.740:mRNA-p1,2388774.5,2393650.75,2269089.75,972884.25,773475.6875,1306894.75,eukaryotic translation initiation factor 5A
2559,Tb927.11.7410:mRNA-p1,105890.953125,118650.1328125,118751.3359375,140953.8125,123381.609375,123118.078125,"MSP-A, putative"
2560,Tb927.11.7420:mRNA-p1,Filtered,16141.9306640625,47822.1953125,60562.6796875,28766.6796875,26785.189453125,phosphoadenosine phosphosulfate reductase-like protein
2561,Tb927.11.7430:mRNA-p1,1691052.625,1838874.875,1757627.625,1295373,1275413.625,1341523.5,"hypothetical protein, conserved"
2562,Tb927.11.7440:mRNA-p1,565003.875,563342.625,608041,490938.71875,529921.9375,497537.625,"hypothetical protein, conserved"
2563,Tb927.11.7450:mRNA-p1,10529.509765625,13980.544921875,10573.470703125,Filtered,Filtered,Filtered,Component of motile flagella 71
2564,Tb927.11.7460:mRNA-p1;Tb927.11.7510:mRNA-p1,6132517.5,6147368,6282055.5,11902408,10405583,10781010,"luminal binding protein 1 (BiP), putative"
2565,Tb927.11.7470:mRNA-p1,7539466.5,7918149,6464014,4357368.5,5754215.5,5818397.5,"hypothetical protein, conserved"
2566,Tb927.11.7475:mRNA-p1,29966.30078125,15125.908203125,24251.8359375,Filtered,Filtered,Filtered,"AN1-like Zinc finger containing protein, putative"
2567,Tb927.11.7480.1:mRNA-p1;Tb927.11.7480.2:mRNA-p1,373129.03125,915561.8125,986077.5625,415798.625,557777.625,707716.6875,"vacuolar type h+ ATPase subunit, putative"
2568,Tb927.11.750:mRNA-p1,406357.34375,420333.71875,394528.3125,445610.53125,463877.25,459021.75,"DNA repair protein, putative"
2569,Tb927.11.7520:mRNA-p1,412355.375,480097,447739,476934.6875,449936.6875,502704.71875,"hypothetical protein, conserved"
2570,Tb927.11.7530:mRNA-p1,68326.53125,77054.4765625,85487.6328125,188106.015625,216922.046875,207368.703125,"long-chain-fatty-acid-CoA ligase, putative"
2571,Tb927.11.7550:mRNA-p1,220634.8125,195432.1875,236129.015625,238944.484375,218944.109375,305122.875,"hypothetical protein, conserved"
2572,Tb927.11.7560:mRNA-p1,19254830,20172896,18287306,16472909,15838743,16910670,Component of motile flagella 15
2573,Tb927.11.7570:mRNA-p1,59639.21875,16925.20703125,20791.853515625,12502.603515625,70836.625,16189.73828125,"ATP-grasp domain containing protein, putative"
2574,Tb927.11.7580:mRNA-p1,82983.96875,89002.421875,91948.3203125,50055.328125,50050.03125,46092.6328125,"hypothetical protein, conserved"
2575,Tb927.11.7590:mRNA-p1,678979.6875,631601.875,632137.75,653825.5625,658471.875,634478.375,"hypothetical protein, conserved"
2576,Tb927.11.760:mRNA-p1,136921.765625,135272.203125,209490.6875,117631.0625,150065.671875,143576.703125,"protein phosphatase 2C, putative"
2577,Tb927.11.7600:mRNA-p1,656575.9375,715930.375,667002,393695,377345.84375,349788.1875,"hypothetical protein, conserved"
2579,Tb927.11.7620:mRNA-p1,51888.78515625,27768.74609375,29698.33984375,29467.669921875,19621.537109375,41734.82421875,"MSP-A, putative"
2580,Tb927.11.7670.1-p1,6053657.5,3950822,5600608.5,4799225,5474137.5,5404036,"Cornifin (SPRR) family, putative"
2581,Tb927.11.7675:mRNA-p1;Tb927.11.7685:mRNA-p1,4897308,5380443,5135952.5,3317502.75,3401550.25,3206881.25,ribosomal protein S10p/S20
2582,Tb927.11.770.1:mRNA-p1;Tb927.11.770.2:mRNA-p1,5989.326171875,7110.54931640625,17633.0234375,11849.3935546875,18416.712890625,28384.658203125,"hypothetical protein, conserved"
2583,Tb927.11.7702:mRNA-p1,102193.0234375,70037.5625,81348.5703125,98565.0703125,72231.375,64752.3125,U6 snRNA-associated Sm-like protein LSm5
2584,Tb927.11.7707:mRNA-p1,2899134.5,3062241.75,2790182,2188998.5,2421236.75,2299835.5,"Tctex-1 family, putative"
2585,Tb927.11.7710.1-p1,55251.4453125,53054.1875,52433.2734375,36185.859375,20234.173828125,35164.3203125,"Gp63-1 surface protease homolog, putative"
2586,Tb927.11.7750:mRNA-p1,32195.2734375,23220.67578125,33156.09765625,15707.8935546875,Filtered,Filtered,"MSP-A, putative"
2587,Tb927.11.7770:mRNA-p1,135964.515625,101293.3984375,65561.6640625,149878.15625,133991.453125,220031.90625,oxidoreductase-like protein
2588,Tb927.11.7780:mRNA-p1,986092.9375,879107.0625,906782.375,1016009.625,795044.0625,735895.5625,Mitochondrial import receptor subunit ATOM46
2589,Tb927.11.7800:mRNA-p1,7664.7666015625,36374.140625,7398.990234375,23006.044921875,13987.142578125,10826.5751953125,"hypothetical protein, conserved"
2590,Tb927.11.7820:mRNA-p1,52877.26171875,29117.3828125,27958.48828125,Filtered,3302.614990234375,Filtered,"endonuclease/exonuclease/phosphatase, putative"
2591,Tb927.11.7830:mRNA-p1,188666.296875,169681.21875,199739.765625,118699.3203125,136878.875,119921.578125,"hypothetical protein, conserved"
2592,Tb927.11.7840:mRNA-p1,87846.2734375,100268.015625,84557.28125,96770.671875,123010.2578125,110165.5078125,ribonucleoside-diphosphate reductase large chain
2593,Tb927.11.7850:mRNA-p1,984790,995551.3125,918596.75,752676.625,785808.3125,737336.6875,"hypothetical protein, conserved"
2594,Tb927.11.7860:mRNA-p1,101528.25,116069.421875,100977.6796875,97537.875,129018.0625,107620.6796875,DNA replication licensing factor MCM2
2595,Tb927.11.7890:mRNA-p1,7169.70947265625,198218.046875,9557.0166015625,21502.755859375,20823.8515625,468283.0625,zinc finger CCCH domain containing protein 44
2596,Tb927.11.7900:mRNA-p1,624539.3125,620389.75,626064.5625,462311.15625,410960.875,482399.125,mitochondrial RNA binding protein 16
2598,Tb927.11.7930:mRNA-p1,210102.1875,209937.765625,235394.453125,227225.578125,262690.375,165877.140625,"RNA polymerase B subunit RPB8, putative"
2599,Tb927.11.7940:mRNA-p1,2838583.75,2970114.75,2665183.5,2087246.25,2076082.375,2281533.5,"calmodulin, putative"
